61.0743541888	74.6228758961	-82.6990500508	-0.0079934450	0.0307766830	0.7305492541	0.6821192623	1.1271014859	
61.2146216402	77.2397290708	-82.7903828558	0.0022787913	0.0159710648	0.7336970700	0.6792851696	0.8757757228	
61.2261827051	77.1138728602	-82.7734719619	0.0018451798	0.0165161370	0.7342372892	0.6786894840	0.8766599810	
61.3405111928	77.0991948419	-82.7783287955	0.0016553501	0.0163788659	0.7354776406	0.6773489741	0.8785619357	
61.3411529531	77.0740880410	-82.7777201717	0.0016650351	0.0165458341	0.7360800826	0.6766901618	0.8731242934	
61.3624342861	77.1493966871	-82.7890560976	0.0020323884	0.0161793942	0.7372199242	0.6754560533	0.8454704831	
61.3978633349	77.1589827569	-82.7897482434	0.0019846758	0.0159261569	0.7381577280	0.6744372374	0.8614403270	
61.3991274363	77.1974424834	-82.7986692576	0.0023177640	0.0158076577	0.7392370562	0.6732557617	0.8730119231	
61.4344881221	77.0969692514	-82.7746090251	0.0019509125	0.0161841841	0.7403754132	0.6719959178	0.8592652120	
61.4322698336	77.0735633063	-82.7743542316	0.0018960571	0.0161984007	0.7412609220	0.6710188241	0.8585737751	
61.4319348511	77.0753766895	-82.7780723369	0.0019783106	0.0161272295	0.7423561101	0.6698084835	0.8776000198	
61.3997440711	77.0405334568	-82.7706232898	0.0020419291	0.0163157820	0.7434658056	0.6685717775	0.8661537822	
61.4511993668	77.0647309082	-82.7747685887	0.0021139794	0.0161558647	0.7443125948	0.6676325938	0.8624975365	
61.4404432737	77.0423578076	-82.7785372272	0.0021324397	0.0163060829	0.7445500830	0.6673640223	0.8591526300	
61.5182111978	77.0045666455	-82.7698651209	0.0020720458	0.0164680829	0.7459315737	0.6658157374	0.8633191915	
61.5402228790	76.9905370138	-82.7634770326	0.0020486771	0.0164820808	0.7467827690	0.6648606169	0.8629042227	
61.5582135627	77.0421253317	-82.7814054897	0.0023144398	0.0162242152	0.7477205946	0.6638112161	0.8633967663	
61.5985915749	76.9644384525	-82.7584032080	0.0019220998	0.0163984659	0.7485969168	0.6628197734	0.8543872939	
61.6128926060	76.9862376487	-82.7608675657	0.0021741856	0.0164132438	0.7494368533	0.6618687794	0.8595943811	
61.6720764684	76.9603760335	-82.7636499884	0.0020922947	0.0164886112	0.7505335357	0.6606233116	0.8649531820	
61.6876138004	76.9920722626	-82.7684293628	0.0022392362	0.0163425656	0.7513451712	0.6597032212	0.8602046128	
61.6483422700	77.0212233520	-82.7917784604	0.0025601435	0.0162969779	0.7522091140	0.6587179237	0.8763074602	
61.6566537787	76.9241962869	-82.7736990791	0.0021979644	0.0166117090	0.7533290568	0.6574302642	0.8562611081	
61.7219514112	76.8949361934	-82.7458451507	0.0018640242	0.0165258014	0.7541703990	0.6564681505	0.8343452215	
61.7178309709	76.9492212034	-82.7790145772	0.0023518343	0.0164241590	0.7552929766	0.6551772549	0.8703638741	
61.7490903655	76.9196474095	-82.7781437840	0.0023517729	0.0166188506	0.7561438106	0.6541902022	0.8834637677	
61.7546229668	76.9346399366	-82.7875260119	0.0024541092	0.0165597581	0.7564657369	0.6538190428	0.8830430908	
61.7442424189	76.8778514974	-82.7773556405	0.0024080908	0.0167921002	0.7580905986	0.6519285779	0.8737174881	
61.7841795239	76.8868422122	-82.8016754944	0.0023762200	0.0164824056	0.7593346155	0.6504872216	0.8624664862	
61.7893229153	76.8577665071	-82.7872536213	0.0023945957	0.0166340723	0.7604816792	0.6491418868	0.8807838745	
61.7926800482	76.8578001469	-82.7972229996	0.0025563061	0.0167311127	0.7615467743	0.6478889147	0.8692911733	
61.7933608669	76.8452670367	-82.8024526403	0.0025077005	0.0167059227	0.7626817260	0.6465533299	0.8691405610	
61.7945077311	76.8271841870	-82.7970641114	0.0024321929	0.0167523484	0.7632343379	0.6458999836	0.8601987629	
61.7744276076	76.8117887058	-82.8064489953	0.0024890326	0.0168448852	0.7643135871	0.6446198842	0.8701896034	
61.7913434611	76.8640787564	-82.8251089310	0.0027178697	0.0166571557	0.7650952795	0.6436958643	0.8511843663	
61.8052614120	76.8176960063	-82.8247899281	0.0026915595	0.0170090414	0.7659143737	0.6427119262	0.8645423601	
61.9207863954	76.8504835647	-82.8246622714	0.0024984653	0.0166833031	0.7667627810	0.6417088613	0.8638672742	
61.9522446036	76.8230115956	-82.8214827277	0.0023888824	0.0168033579	0.7678702353	0.6403805448	0.8720073166	
61.9100029076	76.7928176306	-82.8208777337	0.0025020256	0.0171091036	0.7686673672	0.6394149646	0.8774131077	
62.0653991642	76.7482409830	-82.8341259218	0.0017402445	0.0167614263	0.7693031677	0.6386616181	0.9479106262	
62.1857326375	76.7283746995	-82.8357919612	0.0014790615	0.0167319049	0.7709645628	0.6366564997	0.9563720852	
62.2076649845	76.6721797414	-82.8362270556	0.0013479076	0.0169805456	0.7722445978	0.6350969417	0.9333905227	
62.1767454798	76.6904249451	-82.8387848249	0.0015681789	0.0169952079	0.7727818930	0.6344421563	0.9528280884	
62.1499778943	76.6837560670	-82.8492544859	0.0016429290	0.0169491312	0.7738733556	0.6331114098	0.9481453113	
62.1932128074	76.6542922904	-82.8449703949	0.0014505064	0.0169393219	0.7746934428	0.6321083966	0.9454275444	
62.1717162848	76.6763445527	-82.8574422972	0.0016898691	0.0169456500	0.7749805059	0.6317556527	0.9554129392	
62.2629686448	76.6610750437	-82.8565025441	0.0016744727	0.0170421215	0.7766358156	0.6297170573	0.9434951372	
62.3095465951	76.7068348130	-82.8626584443	0.0017675498	0.0167286050	0.7775532586	0.6285920454	0.9471195877	
62.3614278800	76.5386430215	-82.8160162205	0.0009200939	0.0173204264	0.7777348166	0.6283531740	0.9346321233	
62.3374122810	76.5546777100	-82.8475093617	0.0012447775	0.0172882411	0.7794390959	0.6262381840	0.9486396186	
62.3168100453	76.5953995981	-82.8473975914	0.0016495551	0.0173109477	0.7804069997	0.6250300192	0.9355640486	
62.3606565235	76.6041324932	-82.8435533625	0.0016058326	0.0172023495	0.7809422318	0.6243642615	0.9557072327	
62.3514085859	76.6037441992	-82.8660752893	0.0018737510	0.0173249462	0.7828204879	0.6220035522	0.9681932576	
62.3794696956	76.5114605040	-82.8501515146	0.0014184494	0.0176687687	0.7831429549	0.6215890240	0.9685667388	
62.4385882957	76.5837381566	-82.8562970045	0.0016375761	0.0172403859	0.7849536354	0.6193124233	0.9324279517	
62.4428549870	76.6018309951	-82.8668034966	0.0019178073	0.0173321887	0.7857240918	0.6183312775	0.9528669074	
62.4799763144	76.6155715606	-82.8699380220	0.0019935266	0.0173506355	0.7862895388	0.6176113199	0.9421854094	
62.5541133869	76.6243862901	-82.8833139311	0.0020798841	0.0173249382	0.7884580147	0.6148410198	0.9355437316	
62.6006175211	76.5934283203	-82.8763958335	0.0020660070	0.0175256852	0.7898190054	0.6130860630	0.9338690259	
62.6691060025	76.5683901905	-82.8742651730	0.0019457753	0.0176179316	0.7908858439	0.6117069596	0.9396216959	
62.7003781550	76.5098560172	-82.8659053455	0.0017422930	0.0178736279	0.7917000058	0.6106460503	0.9449272849	
62.6831272769	76.5238468288	-82.8711015222	0.0018822748	0.0178545979	0.7919596167	0.6103094591	0.9408264093	
62.6977464503	76.5654221178	-82.8909927524	0.0022308931	0.0176210286	0.7940678450	0.6075695681	0.9396059573	
62.7730176770	76.5741560686	-82.8882800204	0.0021367265	0.0175039064	0.7948612609	0.6065349319	0.9378388502	
62.8447485255	76.5885504498	-82.8979703721	0.0023270832	0.0176341228	0.7961782630	0.6048006250	0.9582845926	
62.9017927002	76.5583027844	-82.9005878198	0.0021623016	0.0177183764	0.7969862722	0.6037336047	0.9531679682	
62.8659091415	76.5697600023	-82.9031114284	0.0024393329	0.0178063834	0.7974533224	0.6031129090	0.9363979109	
62.9080155597	76.5381933737	-82.9047712693	0.0023474651	0.0178400374	0.7992648260	0.6007095475	0.9435383156	
62.8726478879	76.5350193698	-82.9023579227	0.0026747755	0.0181167372	0.8000638715	0.5996352482	0.9432204977	
62.9138985891	76.5700387803	-82.9117084755	0.0027499023	0.0179098615	0.8005739217	0.5989599910	0.9462772369	
63.0727933587	76.4046643693	-82.8808235894	0.0017651068	0.0183825776	0.8023044221	0.5966293485	0.9531663477	
62.9320992262	76.6460339143	-82.9522521231	0.0034320104	0.0177462476	0.8030248092	0.5956714261	0.9478593044	
63.0522086534	76.5137783351	-82.9176793267	0.0025168729	0.0180176795	0.8035013107	0.5950249342	0.9475962073	
63.0869858809	76.5139671372	-82.9431847440	0.0029718652	0.0184605163	0.8054733527	0.5923369441	0.9405938506	
63.1878038904	76.5388996408	-82.9140940940	0.0027534261	0.0182543322	0.8061924700	0.5913652841	0.9485516362	
63.1749669586	76.5848399291	-82.9275990794	0.0030079378	0.0180810626	0.8064739228	0.5909854814	0.9724492125	
63.1727566692	76.5936579143	-82.9431106157	0.0031937639	0.0180460998	0.8080693497	0.5888022285	0.9613289788	
63.2295967672	76.5029000804	-82.9181710357	0.0027955704	0.0184224487	0.8090591995	0.5874317066	0.9482565746	
63.2504825797	76.4860703419	-82.9224297706	0.0027296361	0.0185027822	0.8095347485	0.5867739659	0.9514001302	
63.3089673288	76.5109028010	-82.9294550215	0.0028347848	0.0184024007	0.8113342392	0.5842859470	0.9414057352	
63.2897383681	76.5626055528	-82.9463682626	0.0031818306	0.0182502507	0.8123244158	0.5829115266	0.9481528178	
63.2718399580	76.5123303198	-82.9396948097	0.0030957089	0.0185192876	0.8125767686	0.5825516695	0.9530105636	
63.3574125840	76.5324838467	-82.9437190492	0.0030566037	0.0184213948	0.8143869415	0.5800217400	0.9407677829	
63.4259756328	76.5151324026	-82.9421346999	0.0028574907	0.0184630597	0.8151006460	0.5790180369	0.9535954997	
63.4236248252	76.5563281503	-82.9490630701	0.0030744444	0.0183516996	0.8156170853	0.5782927746	0.9573074237	
63.3240808743	76.1097892041	-82.8152139271	0.0021162622	0.0207802424	0.8176665171	0.5753131059	0.8392937368	
