-0.0837263	1.15736	0	0	0	0.981812	0.189856	0
-0.0837321	1.15736	0	0	0	0.982001	0.188878	0
-0.0837336	1.15736	0	0	0	0.982189	0.187898	0
-0.083735	1.15736	0	0	0	0.982373	0.186929	0
-0.0837336	1.15736	0	0	0	0.982743	0.184976	0
-0.0837336	1.15736	0	0	0	0.982924	0.18401	0
-0.0837321	1.15736	0	0	0	0.983108	0.183029	0
-0.0837292	1.15736	0	0	0	0.983289	0.18205	0
-0.0837262	1.15736	0	0	0	0.983646	0.180111	0
-0.0837248	1.15736	0	0	0	0.983822	0.179147	0
-0.0837248	1.15736	0	0	0	0.984	0.178167	0
-0.0837233	1.15736	0	0	0	0.984174	0.177203	0
-0.0837351	1.15736	0	0	0	0.984529	0.175219	0
-0.083738	1.15737	0	0	0	0.984703	0.174239	0
-0.083741	1.15737	0	0	0	0.984881	0.173234	0
-0.0837424	1.15737	0	0	0	0.985051	0.172263	0
-0.0837321	1.15736	0	0	0	0.985394	0.170293	0
-0.0837291	1.15736	0	0	0	0.985558	0.169336	0
-0.0837247	1.15736	0	0	0	0.985727	0.168352	0
-0.0837277	1.15736	0	0	0	0.985895	0.167365	0
-0.0837351	1.15736	0	0	0	0.986226	0.165405	0
-0.083741	1.15737	0	0	0	0.98639	0.164423	0
-0.083744	1.15737	0	0	0	0.986553	0.163441	0
-0.0837455	1.15737	0	0	0	0.986717	0.16245	0
-0.0837455	1.15737	0	0	0	0.987042	0.160461	0
-0.0837425	1.15737	0	0	0	0.9872	0.159484	0
-0.083741	1.15737	0	0	0	0.987358	0.158505	0
-0.083738	1.15737	0	0	0	0.987517	0.15751	0
-0.0837321	1.15736	0	0	0	0.987826	0.155562	0
-0.0837291	1.15736	0	0	0	0.98798	0.154579	0
-0.0837216	1.15736	0	0	0	0.988133	0.153598	0
-0.0837216	1.15736	0	0	0	0.988289	0.152596	0
-0.0837156	1.15736	0	0	0	0.988596	0.150592	0
-0.0837126	1.15736	0	0	0	0.988745	0.149607	0
-0.0837051	1.15735	0	0	0	0.988894	0.14862	0
-0.0837021	1.15735	0	0	0	0.989045	0.147611	0
-0.0836976	1.15735	0	0	0	0.989341	0.14562	0
-0.0837036	1.15735	0	0	0	0.989488	0.144617	0
-0.0837096	1.15736	0	0	0	0.989629	0.143644	0
-0.0837141	1.15736	0	0	0	0.989772	0.142656	0
-0.0837232	1.15736	0	0	0	0.990053	0.140692	0
-0.0837217	1.15736	0	0	0	0.990193	0.139703	0
-0.0837186	1.15736	0	0	0	0.99033	0.13873	0
-0.0837081	1.15736	0	0	0	0.990467	0.137747	0
-0.0836975	1.15735	0	0	0	0.990738	0.135784	0
-0.0836929	1.15735	0	0	0	0.990873	0.134801	0
-0.0836854	1.15735	0	0	0	0.991003	0.133837	0
-0.0836839	1.15735	0	0	0	0.991136	0.132853	0
-0.0836778	1.15735	0	0	0	0.991399	0.130874	0
-0.0836839	1.15735	0	0	0	0.991531	0.129868	0
-0.0836869	1.15735	0	0	0	0.991663	0.128857	0
-0.0836869	1.15735	0	0	0	0.991793	0.127851	0
-0.0836854	1.15735	0	0	0	0.992048	0.125861	0
-0.0836808	1.15735	0	0	0	0.992176	0.124846	0
-0.0836808	1.15735	0	0	0	0.992302	0.123839	0
-0.0836762	1.15735	0	0	0	0.992426	0.122842	0
-0.0836869	1.15735	0	0	0	0.992673	0.120833	0
-0.0836884	1.15735	0	0	0	0.992795	0.119823	0
-0.0836991	1.15735	0	0	0	0.992916	0.118819	0
-0.0837052	1.15735	0	0	0	0.993033	0.117837	0
-0.0837068	1.15735	0	0	0	0.993267	0.115851	0
-0.0837098	1.15736	0	0	0	0.993381	0.114862	0
-0.0837083	1.15735	0	0	0	0.993496	0.113864	0
-0.0837113	1.15736	0	0	0	0.993609	0.112881	0
-0.0837098	1.15736	0	0	0	0.99383	0.110912	0
-0.0837113	1.15736	0	0	0	0.993939	0.109932	0
-0.0837098	1.15736	0	0	0	0.994048	0.10894	0
-0.0837098	1.15736	0	0	0	0.994156	0.10795	0
-0.0837129	1.15736	0	0	0	0.99437	0.105965	0
-0.0837144	1.15736	0	0	0	0.994475	0.104978	0
-0.0837175	1.15736	0	0	0	0.994579	0.103982	0
-0.0837175	1.15736	0	0	0	0.994681	0.103004	0
-0.083719	1.15736	0	0	0	0.994884	0.101027	0
-0.0837175	1.15736	0	0	0	0.994982	0.100052	0
-0.083719	1.15736	0	0	0	0.995083	0.0990463	0
-0.0837267	1.15736	0	0	0	0.995181	0.0980527	0
-0.0837252	1.15736	0	0	0	0.995377	0.0960498	0
