-0.0828544	1.06679	0	0	0	0.730952	0.682429	0
-0.0828815	1.06719	0	0	0	0.730956	0.682424	0
-0.0829087	1.06758	0	0	0	0.730952	0.682429	0
-0.082936	1.06798	0	0	0	0.730948	0.682433	0
-0.0829901	1.06877	0	0	0	0.730948	0.682433	0
-0.0830174	1.06916	0	0	0	0.730948	0.682433	0
-0.0830451	1.06957	0	0	0	0.730954	0.682426	0
-0.0830729	1.06997	0	0	0	0.730954	0.682426	0
-0.0831282	1.07077	0	0	0	0.730948	0.682433	0
-0.0831563	1.07118	0	0	0	0.730946	0.682436	0
-0.0831841	1.07159	0	0	0	0.730942	0.68244	0
-0.0832113	1.07198	0	0	0	0.730948	0.682433	0
-0.0832668	1.07279	0	0	0	0.73095	0.682431	0
-0.0832948	1.0732	0	0	0	0.730954	0.682426	0
-0.0833223	1.0736	0	0	0	0.730961	0.68242	0
-0.0833503	1.07401	0	0	0	0.730965	0.682415	0
-0.0834056	1.07481	0	0	0	0.730967	0.682413	0
-0.0834331	1.07521	0	0	0	0.730965	0.682415	0
-0.0834604	1.07561	0	0	0	0.730954	0.682426	0
-0.0834871	1.07599	0	0	0	0.730959	0.682422	0
-0.0835426	1.0768	0	0	0	0.730961	0.68242	0
-0.0835704	1.07721	0	0	0	0.730965	0.682415	0
-0.0835984	1.07761	0	0	0	0.730982	0.682397	0
-0.0836262	1.07802	0	0	0	0.730978	0.682401	0
-0.0836817	1.07882	0	0	0	0.730999	0.682379	0
-0.0837088	1.07922	0	0	0	0.731001	0.682376	0
-0.0837361	1.07961	0	0	0	0.730995	0.682383	0
-0.0837631	1.08	0	0	0	0.731003	0.682374	0
-0.0838181	1.0808	0	0	0	0.730999	0.682379	0
-0.0838457	1.0812	0	0	0	0.731005	0.682372	0
-0.0838732	1.0816	0	0	0	0.731012	0.682365	0
-0.0839012	1.08201	0	0	0	0.731009	0.682367	0
-0.0839554	1.0828	0	0	0	0.731035	0.68234	0
-0.0839824	1.08319	0	0	0	0.731043	0.682331	0
-0.0840095	1.08358	0	0	0	0.731052	0.682322	0
-0.0840365	1.08397	0	0	0	0.731069	0.682304	0
-0.0840905	1.08475	0	0	0	0.731086	0.682285	0
-0.0841178	1.08515	0	0	0	0.731099	0.682272	0
-0.0841451	1.08554	0	0	0	0.731111	0.682258	0
-0.0841727	1.08594	0	0	0	0.731111	0.682258	0
-0.0842274	1.08673	0	0	0	0.731118	0.682251	0
-0.0842548	1.08713	0	0	0	0.731109	0.68226	0
-0.0842819	1.08752	0	0	0	0.731109	0.68226	0
-0.0843094	1.08791	0	0	0	0.731118	0.682251	0
-0.0843643	1.08871	0	0	0	0.731109	0.68226	0
-0.0843921	1.08911	0	0	0	0.731122	0.682247	0
-0.0844207	1.08952	0	0	0	0.731118	0.682251	0
-0.0844488	1.08993	0	0	0	0.731107	0.682263	0
-0.0845048	1.09074	0	0	0	0.731094	0.682276	0
-0.0845327	1.09114	0	0	0	0.731073	0.682299	0
-0.0845602	1.09154	0	0	0	0.731065	0.682308	0
-0.0845879	1.09194	0	0	0	0.731069	0.682304	0
-0.0846437	1.09275	0	0	0	0.73105	0.682324	0
-0.0846722	1.09316	0	0	0	0.73105	0.682324	0
-0.0847	1.09356	0	0	0	0.731039	0.682335	0
-0.0847287	1.09398	0	0	0	0.731029	0.682347	0
-0.0847839	1.09478	0	0	0	0.731022	0.682354	0
-0.0848117	1.09518	0	0	0	0.731012	0.682365	0
-0.0848393	1.09558	0	0	0	0.731012	0.682365	0
-0.084867	1.09599	0	0	0	0.731012	0.682365	0
-0.0849229	1.0968	0	0	0	0.731003	0.682374	0
-0.0849507	1.0972	0	0	0	0.731012	0.682365	0
