42.9805	63.5969	81.7194	
43.4801	62.902	81.6472	
43.9832	62.4748	81.4395	
44.5074	62.0896	81.5394	
44.817	61.8175	81.4809	
45.2409	61.476	81.5229	
45.8685	60.9942	81.537	
46.1816	60.7627	81.5193	
46.4024	60.5926	81.5683	
47.0148	60.0426	81.5052	
47.6157	59.5323	81.4628	
48.2362	59.0478	81.5859	
48.9809	58.3931	81.44	
49.6246	57.8688	81.4592	
49.8527	57.6805	81.4944	
50.3708	57.1996	81.4832	
50.9	56.6327	81.4644	
51.8223	55.6503	81.1273	
52.3148	55.1647	81.1426	
53.0251	54.4379	81.1273	
53.7417	53.7567	81.0869	
54.1336	53.3846	81.0618	
54.5207	53.0031	81.0904	
55.1998	52.3449	81.1028	
55.5875	51.9293	81.1135	
55.9631	51.512	81.1163	
56.4384	50.9939	81.1581	
56.6428	50.7647	81.0533	
57.2103	50.1744	81.1866	
57.832	49.382	81.1479	
58.0121	49.1474	81.1546	
58.4496	48.6321	81.1949	
59.0052	47.9957	81.192	
59.4434	47.4865	81.188	
59.9472	46.8521	81.1887	
60.1065	46.6592	81.2016	
60.7996	45.8165	81.8138	
61.3112	45.1015	81.8188	
61.4026	44.9811	81.8293	
61.8262	44.4082	81.8664	
62.3431	43.6819	81.8472	
63.1083	42.6285	81.8731	
63.2661	42.4089	81.8357	
63.6711	41.795	81.8515	
64.2261	40.9714	81.9106	
64.6913	40.2785	81.8834	
65.2553	39.3897	81.8921	
65.6224	38.7776	81.8903	
65.9319	38.2774	81.8977	
66.3196	37.6684	81.9118	
66.6929	37.0849	81.9712	
66.837	36.8681	82.0041	
67.2527	36.16	81.9157	
67.6479	35.4529	81.9493	
68.0225	34.7791	81.9174	
68.5635	33.8078	81.9753	
68.8886	33.216	82.0021	
69.393	32.2432	81.9967	
69.5863	31.8845	82.0003	
70.1422	30.7915	81.9714	
70.2595	30.5417	81.981	
70.4948	30.071	81.9783	
70.7212	29.5598	81.9813	
71.2653	28.2794	82.019	
71.4832	27.7623	82.0118	
71.7341	27.0712	81.4438	
71.8384	26.8324	81.4831	
72.1796	25.9305	81.4863	
72.3686	25.4051	81.4687	
72.6194	24.7538	81.4458	
73.0332	23.7007	81.5019	
73.4003	22.6556	81.4461	
73.6875	21.8263	81.4824	
73.8252	21.4535	81.4407	
74.2391	20.2624	81.4794	
74.5048	19.4381	81.5192	
74.6739	18.8923	81.5169	
74.8245	18.33	81.5026	
75.1074	17.2991	81.8041	
75.3233	16.5118	81.8113	
75.548	15.7278	81.8161	
75.7877	14.7875	81.8261	
75.9782	13.9719	81.842	
76.102	13.4116	81.861	
76.2814	12.5925	81.8379	
76.486	11.6582	81.8744	
76.591	11.099	81.9077	
76.7071	10.4002	81.9104	
76.8498	9.46563	81.9073	
76.9258	8.96356	81.9336	
77.0455	8.0265	81.9599	
77.1542	7.04868	81.945	
77.2571	5.98431	81.9329	
77.3158	5.10811	81.5343	
77.3521	4.42229	81.5197	
77.3885	3.42771	81.5677	
77.4025	2.74805	81.5647	
77.4266	1.62307	81.5801	
77.4425	0.806603	81.589	
77.4777	-0.314381	81.5976	
77.4957	-1.03219	81.6045	
77.5109	-1.84366	81.6086	
77.5076	-2.89224	81.6136	
77.4907	-3.55247	81.5927	
77.469	-4.35945	81.5901	
77.4412	-5.18494	81.6054	
77.4141	-5.75346	81.6133	
77.3716	-6.56289	81.6253	
77.3287	-7.2576	81.6349	
77.2288	-8.35443	81.615	
77.1356	-9.28551	81.6685	
76.9921	-10.373	81.7563	
76.9044	-10.9105	81.6728	
76.838	-11.3119	81.777	
76.6677	-12.2548	81.7272	
76.6463	-12.3877	81.8127	
