37.1575	130.59	79.1182	
37.1566	128.919	79.8292	
37.229	128.175	79.0261	
37.2183	126.585	79.0344	
37.1983	125.089	79.4434	
37.185	123.631	79.6175	
37.1661	121.736	79.5447	
37.1882	120.129	79.8568	
37.2269	118.554	80.1047	
37.2161	117.909	80.049	
37.2322	115.282	79.9938	
37.3102	112.852	80.251	
37.269	110.744	80.2938	
37.3233	108.195	80.2723	
37.3551	105.952	79.5953	
37.4234	104.507	80.6178	
37.4577	103.058	80.7043	
37.4948	101.646	80.7843	
37.5274	100.31	80.8856	
37.5734	98.6933	80.9431	
37.601	98.3717	80.9606	
37.6595	97.1644	80.9933	
37.6796	96.6027	81.081	
37.7207	95.7339	81.1418	
37.7267	92.7594	81.2906	
37.7438	90.2142	81.6741	
37.6165	87.2054	81.0972	
37.5926	86.3997	81.1573	
37.4977	85.829	81.2221	
37.5284	85.6405	81.3031	
37.5539	82.2133	79.8589	
37.541	81.9794	79.8241	
37.6148	81.2371	79.9191	
37.7067	80.7627	81.2649	
37.7493	77.7801	81.3767	
37.8051	76.4166	81.4899	
37.7756	74.5334	81.5633	
37.7904	72.7781	81.6249	
37.8269	69.7861	81.7182	
37.8422	69.4844	81.7699	
37.7674	68.6665	81.7293	
37.8446	68.2159	81.7564	
37.8682	64.5684	82.4473	
37.8427	64.3512	82.522	
37.8276	63.6855	83.3304	
37.8602	63.4146	83.1716	
37.8635	59.5894	82.4194	
37.7793	59.0364	82.4209	
37.8868	57.6343	82.4982	
37.8969	55.7624	82.8595	
37.9182	54.3568	82.88	
37.9543	52.3829	82.9597	
38.0076	49.3646	83.0776	
38.0472	47.6541	83.1396	
38.0727	46.2801	83.2028	
38.0891	44.9115	83.2572	
38.1144	42.8992	83.8613	
38.1643	40.2873	83.9586	
38.1427	38.9972	84.4951	
38.188	37.3181	84.5518	
38.2521	35.3113	84.4652	
38.286	33.2707	84.5317	
38.3524	31.1105	83.8581	
38.3817	29.0279	83.9068	
38.3943	28.3482	83.9094	
38.4192	26.9839	83.9324	
38.4445	24.9605	83.9791	
38.4518	24.627	83.9709	
38.4996	22.2898	84.0157	
38.5764	18.9203	83.9992	
38.6028	17.5998	84.0426	
38.6247	16.6069	84.0418	
38.6723	14.2697	83.9702	
38.6628	12.1639	83.765	
