430.5531921387	397.1793823242
333.6289062500	398.2568054199
331.0250244141	305.6444396973
431.1599121094	303.8713989258
302.0664672852	397.4363708496
210.6987915039	392.4491271973
204.0125579834	302.7864379883
297.5956420898	305.2945556641

430.9172058105	388.8442077637
333.5446777344	390.0348815918
331.1239318848	296.2897338867
431.2807617188	294.6266479492
301.7462768555	389.0968933105
210.1353302002	384.5366821289
203.4418487549	293.8727111816
297.4462280273	296.0351257324

550.8040161133	374.4495849609
462.9123840332	384.6884155273
464.6721801758	289.8332214355
556.1001586914	284.2948608398
431.0505371094	385.5976257324
333.4563293457	386.6972045898
331.0632934570	292.6721191406
431.3468627930	290.9164428711
301.5962829590	385.9225769043
209.7440490723	381.3362731934
203.4676055908	290.3506164551
297.4343566895	292.3729858398

551.5897827148	366.9585876465
463.5240783691	376.7989196777
464.8392944336	281.1654968262
556.3945312500	275.9582214355
431.2820129395	377.7081298828
333.3986816406	378.9194030762
331.0992126465	283.9983215332
431.5007934570	282.0122680664
301.2357482910	377.9877624512
209.0847625732	373.7515258789
203.2023468018	281.8390502930
297.2837829590	283.5711059570

552.2973632812	359.7145385742
463.9032287598	369.2754211426
465.1848449707	272.8179626465
556.7224731445	267.9325256348
431.5883483887	369.9596557617
333.2628479004	370.9609985352
331.1550903320	275.4531250000
431.6626892090	273.7301025391
300.9794311523	370.6075134277
208.5186309814	366.3581237793
202.9648132324	273.6878356934
297.1576538086	275.2587280273

552.9586791992	352.6553955078
464.3380432129	361.7374877930
465.3363952637	264.6433715820
556.9946289062	260.2707519531
431.7533569336	362.3657836914
333.2962036133	363.5506286621
331.1558227539	267.2077941895
431.8059997559	265.5680541992
300.6278076172	363.0888977051
207.9584350586	359.1805725098
202.8265075684	265.8900146484
297.1895751953	267.0208740234

553.7794189453	343.4065856934
464.9251098633	352.0094909668
465.6195373535	254.1337432861
557.2825317383	250.1109008789
432.0684204102	353.0010681152
333.2433166504	353.6501770020
331.1425781250	256.6144714355
431.9559631348	254.8644561768
300.3737182617	353.3444213867
207.2050476074	349.7171936035
202.7464752197	255.5937042236
297.1552124023	256.5181884766

554.4378051758	335.4430541992
465.4995422363	343.6086730957
465.6604614258	245.0896453857
557.4612426758	241.6303558350
432.3192138672	344.2314758301
333.2617492676	345.2629699707
331.1480407715	247.5610656738
432.1075744629	245.8114776611
300.0567016602	345.0534057617
206.8038787842	341.6154785156
202.5610504150	246.9087829590
297.1568908691	247.5230255127

555.0454711914	327.4434814453
465.9611816406	335.3192138672
465.9230346680	236.2372283936
557.7141113281	233.1389770508
432.5718383789	335.9349365234
333.2343139648	337.1803588867
331.2546386719	238.6540527344
432.3070983887	236.9857482910
299.8454895020	336.6760864258
206.4020843506	333.7562255859
202.5275268555	238.4745483398
297.2232055664	238.5825805664

555.2719116211	324.1737670898
466.1264648438	331.8345336914
466.0180358887	232.6237487793
557.7596435547	229.6717376709
432.7463684082	332.5845947266
333.1045837402	333.6411743164
331.4263305664	235.0054321289
432.2985534668	233.3327331543
299.7756347656	333.3382568359
206.1516876221	330.4332580566
202.5225982666	234.9090576172
297.2488708496	235.0116424561

556.2960205078	310.9627685547
466.7964782715	317.8292236328
466.1066894531	217.7799835205
557.8978271484	215.7189636230
433.1531066895	318.4851989746
333.2498168945	319.5274353027
331.4855957031	220.1233367920
432.5203552246	218.6144866943
299.6097106934	319.3794860840
205.4740600586	316.8975830078
202.6689147949	220.7142639160
297.3319396973	220.2080993652

557.0857543945	298.5078735352
467.4912109375	304.6277770996
466.1768188477	204.1678924561
558.0592651367	202.7183532715
433.6625366211	305.2682800293
333.3399047852	306.3745422363
331.6611022949	206.4681396484
432.5860595703	204.8633117676
299.4940185547	306.3335571289
205.1024169922	304.3251953125
202.7357025146	207.6646270752
297.5527343750	206.5846862793

304.7747802734	417.3086242676
214.3978881836	411.3305358887
206.4063568115	324.3890380859
300.4674072266	327.6398925781
557.7665405273	287.5224914551
467.9154663086	293.0621948242
466.2036743164	192.2840881348
557.9209594727	191.4063110352
433.8311767578	293.6166687012
333.4445495605	294.8116455078
331.7635498047	194.4888916016
432.9158325195	192.7694396973
299.3980407715	294.8288879395
204.8069915771	293.2465209961
202.9156646729	196.1748657227
297.6684875488	194.7374572754

304.4567871094	405.6532592773
213.3551788330	399.8741455078
205.8405914307	311.4434814453
300.2007141113	314.1059570312
558.4856567383	274.2504272461
468.4530639648	278.9796752930
466.1964111328	178.0661621094
557.7638549805	177.9116668701
434.2365417480	279.5569458008
333.4607238770	280.8121643066
331.9997558594	180.1447601318
432.9528503418	178.4589233398
299.3022766113	280.9105834961
204.4148559570	279.8350219727
203.2767486572	182.4947052002
297.9405212402	180.4994049072

434.1316528320	395.1898498535
335.7577819824	396.3778076172
334.0025634766	302.7255249023
434.7672729492	301.2868957520
304.0487365723	395.2142639160
212.4990844727	389.6090087891
205.3671722412	299.8760375977
300.0013732910	302.2731323242
558.8470458984	262.5424804688
468.7159118652	266.6309204102
466.0401611328	165.8047790527
557.4993286133	166.0215606689
434.5464782715	267.1619873047
333.4727783203	268.4562988281
332.0438842773	167.6280212402
432.8641662598	166.0782165527
299.2236022949	268.6741943359
204.1885223389	268.0079650879
203.5920867920	170.5298156738
298.1364746094	168.1036224365

552.7940673828	374.5476684570
465.7725830078	385.4146423340
468.7619018555	292.1831970215
558.3479614258	285.7036437988
434.4525756836	387.8614807129
335.7435913086	389.2337036133
334.0519104004	294.5889892578
434.9674682617	293.2146301270
303.7725219727	387.9201965332
211.8567047119	382.7499694824
205.0915222168	292.1111145020
299.9220886230	294.2969970703
559.1039428711	254.7345886230
468.8114013672	258.2213745117
465.9270629883	157.4470825195
557.2335815430	158.4277343750
434.5706176758	258.7484436035
333.4295349121	260.2313842773
332.1467285156	159.3869781494
432.7926940918	157.8656463623
299.1288146973	260.4421997070
203.9761657715	260.0433044434
203.8000030518	162.6288146973
298.3114318848	159.9211425781

553.4683227539	367.7906494141
466.3848876953	378.3227233887
468.9017333984	284.1172180176
558.7161254883	278.2194213867
434.7074279785	380.6593627930
335.8874511719	382.0428161621
333.9204406738	286.6632385254
435.0404663086	285.1460266113
303.6016845703	380.8872375488
211.3173828125	375.9266662598
204.8634185791	284.5207824707
299.7685241699	286.4303588867
559.1871337891	246.9576873779
468.9473266602	250.2026824951
465.7804870605	149.5571441650
556.9774780273	150.7391357422
434.8196105957	250.7044219971
333.5242614746	252.0628509521
332.2543945312	151.3256835938
432.6076354980	149.8565063477
299.0981140137	252.4646453857
203.8402252197	252.2407073975
204.2016906738	155.0000915527
298.4526062012	151.8742523193

554.2084960938	361.0303039551
466.8139038086	371.3176269531
469.2558288574	276.3240051270
559.0425415039	270.7685241699
435.0662536621	373.6752014160
335.8565368652	374.9768676758
333.9943542480	278.8316650391
435.2285766602	277.3384704590
303.3642883301	374.0070190430
210.8120422363	369.1509704590
204.7176513672	277.0938110352
299.7645568848	278.6030273438
559.4412841797	239.4814147949
469.1059265137	242.2037658691
465.5932922363	141.7799377441
556.7127685547	143.3926239014
434.7961730957	242.7293243408
333.5200805664	244.1661834717
332.3595581055	143.5060577393
432.7397766113	142.0672302246
299.2225341797	244.5209503174
203.7955627441	244.7746582031
204.4959106445	147.5228118896
298.6179809570	144.2886810303

554.9191894531	354.6068725586
467.2594604492	364.6759033203
469.4140930176	268.9552612305
559.2931518555	263.7159118652
435.3580322266	366.8096618652
335.7956237793	368.0272216797
334.0119628906	271.3914794922
435.4497985840	269.9334716797
303.1506347656	367.2835693359
210.3834228516	362.7098388672
204.4944610596	270.0292663574
299.7047729492	271.2138977051
559.5872802734	232.4026336670
469.2035827637	234.6338653564
465.4420166016	134.5559844971
556.3157348633	136.3782196045
434.8899536133	235.1704406738
333.6442260742	236.6497039795
332.3905639648	136.2057037354
432.7141113281	134.7339782715
299.1173706055	237.0971374512
203.7451782227	237.5887451172
204.7562713623	140.5559539795
298.8487854004	137.0525207520

555.6414184570	346.8504638672
467.7718505859	356.4039611816
469.8133850098	259.8256835938
559.5656127930	255.2894744873
435.6523132324	358.6182556152
335.8949279785	359.7965393066
334.0159606934	262.4498291016
435.5686035156	260.8504943848
302.8494262695	359.1105957031
209.8661499023	354.9519348145
204.4155578613	261.4264526367
299.7744750977	262.3997802734
559.7083129883	223.8284759521
469.3320922852	225.4634399414
465.1642456055	125.6893997192
555.9724731445	128.1318359375
435.0498962402	226.0076599121
333.7197570801	227.6362152100
332.4164428711	127.3833847046
432.4430541992	125.9158096313
299.1407775879	228.1028442383
203.7744140625	228.8657684326
205.2137756348	132.2515106201
299.1722412109	128.3121032715

555.8232421875	345.2142028809
467.9060058594	354.8253173828
469.7158813477	258.1433410645
559.6170043945	253.5093078613
435.7333374023	356.9884643555
335.8416442871	358.2650146484
334.0880432129	260.6577758789
435.6174621582	259.1321716309
302.8985900879	357.4844055176
209.7781066895	353.4633178711
204.3758544922	259.7840270996
299.7153625488	260.6741638184
559.6488647461	222.0346527100
469.3503417969	223.7257385254
465.0825500488	124.0166168213
555.8427124023	126.4824295044
435.0458984375	224.3559722900
333.6809387207	225.7865447998
332.4740600586	125.6990127563
432.4913635254	124.2037353516
299.1121215820	226.2322387695
203.7350769043	227.2826690674
205.2579193115	130.7471771240
299.1345214844	126.5907745361

556.3085327148	339.3378295898
468.2871398926	348.6722412109
469.9356994629	251.4031066895
559.8580322266	247.0781250000
436.0850830078	350.8830566406
335.8992614746	352.1504211426
334.1624145508	254.0460968018
435.6952819824	252.2846069336
302.7592468262	351.3558654785
209.4491729736	347.6610107422
204.3204956055	253.4126281738
299.7509765625	254.1013793945
559.6718139648	215.5926666260
469.3778686523	216.9422912598
464.8420715332	117.5924453735
555.5092163086	120.2794342041
435.2144165039	217.5341491699
333.6916198730	219.0616455078
332.5304565430	119.1495666504
432.2522888184	117.8033752441
299.1515808105	219.6476287842
203.7405090332	220.8636474609
205.5421447754	124.5820541382
299.3687744141	120.2187576294

556.5704345703	336.5484619141
468.4967041016	345.7492065430
469.9478149414	248.2649688721
559.9322509766	244.1179504395
436.1485290527	347.9560546875
335.9397583008	348.9265747070
334.1002807617	250.8551635742
435.7004699707	249.2169952393
302.7217102051	348.5114135742
209.2345581055	344.8357238770
204.2808380127	250.5708618164
299.6796875000	250.9540100098
559.6887817383	212.6159667969
469.4737854004	213.7999420166
464.6846313477	114.5467834473
555.3224487305	117.4210968018
