1517560755.2975265980	5.2709945485	7.1424894038	0.0000000000	-0.0000000000	-0.3354873838	-0.9420446992	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000
1517560755.3175401688	5.2709945485	7.1424894038	0.0000000000	-0.0000000000	-0.3354873838	-0.9420446992	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	-0.0000000000
1517560755.3375358582	5.2710115862	7.1425033079	0.0000000000	-0.0000000000	-0.3356983511	-0.9419695415	0.0001099801	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0022400470
1517560755.3575279713	5.2710456422	7.1425311402	0.0000000000	-0.0000000000	-0.3361495302	-0.9418086288	0.0003299779	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0070320781
1517560755.3775551319	5.2710432115	7.1425291499	0.0000000000	-0.0000000000	-0.3365830582	-0.9416537819	0.0003142912	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0116293549
1517560755.3975410461	5.2710359262	7.1425231706	0.0000000000	-0.0000000000	-0.3372273600	-0.9414232352	0.0002671343	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0184772266
1517560755.4175376892	5.2710262249	7.1425151833	0.0000000000	-0.0000000000	-0.3380412971	-0.9411312775	0.0002042915	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0271258888
1517560755.4375360012	5.2710225924	7.1425121813	0.0000000000	-0.0000000000	-0.3389515532	-0.9408038290	0.0001807275	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0368003518
1517560755.4575297832	5.2710334722	7.1425212085	0.0000000000	-0.0000000000	-0.3398907452	-0.9404649283	0.0002514348	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0467880453
1517560755.4775047302	5.2710358859	7.1425232194	0.0000000000	-0.0000000000	-0.3408500681	-0.9401176687	0.0002671625	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0570032730
1517560755.4975762367	5.2710407049	7.1425272512	0.0000000000	-0.0000000000	-0.3418207287	-0.9397651778	0.0002984665	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0672933153
1517560755.5175235271	5.2710479212	7.1425333135	0.0000000000	-0.0000000000	-0.3427734926	-0.9394180820	0.0003457146	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0774602328
1517560755.5375263691	5.2710503224	7.1425353393	0.0000000000	-0.0000000000	-0.3437492716	-0.9390614667	0.0002514403	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0856077970
1517560755.5575296879	5.2710515210	7.1425363546	0.0000000000	-0.0000000000	-0.3447042408	-0.9387113435	0.0000392952	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0909853026
1517560755.5775520802	5.2710503245	7.1425353368	0.0000000000	-0.0000000000	-0.3456646908	-0.9383580988	0.0000471365	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0966101999
1517560755.5975284576	5.2710467414	7.1425322761	0.0000000000	-0.0000000000	-0.3466481199	-0.9379952457	0.0000707039	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1002569885
1517560755.6175565720	5.2710443570	7.1425302306	0.0000000000	-0.0000000000	-0.3476224187	-0.9376346058	0.0001178607	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1019827866
1517560755.6375343800	5.2710372165	7.1425240792	0.0000000000	-0.0000000000	-0.3486138344	-0.9372664479	0.0000942482	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1028957982
1517560755.6575012207	5.2710324649	7.1425199681	0.0000000000	-0.0000000000	-0.3496106887	-0.9368950669	-0.0000079271	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1035635922
1517560755.6775243282	5.2710277220	7.1425158471	0.0000000000	-0.0000000000	-0.3505896690	-0.9365291688	-0.0000550342	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1037874732
1517560755.6975517273	5.2710229878	7.1425117160	0.0000000000	-0.0000000000	-0.3515857378	-0.9361556863	-0.0001177113	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1041207722
1517560755.7175509930	5.2710229878	7.1425117160	0.0000000000	-0.0000000000	-0.3525464797	-0.9357943041	-0.0001649594	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1042188966
1517560755.7375535965	5.2710241670	7.1425127537	0.0000000000	-0.0000000000	-0.3534923018	-0.9354374338	-0.0001728122	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1039390758
1517560755.7575321198	5.2710324074	7.1425200338	0.0000000000	-0.0000000000	-0.3544319456	-0.9350818124	-0.0001256280	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1038271994
1517560755.7775321007	5.2710429835	7.1425294148	0.0000000000	-0.0000000000	-0.3553421570	-0.9347363005	-0.0000470970	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1033408322
1517560755.7975559235	5.2710582336	7.1425429951	0.0000000000	-0.0000000000	-0.3562636571	-0.9343854701	0.0000784731	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1026947092
1517560755.8175475597	5.2710746280	7.1425576523	0.0000000000	-0.0000000000	-0.3571760949	-0.9340370642	0.0002041603	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1020912203
1517560755.8375239372	5.2710839799	7.1425660462	0.0000000000	-0.0000000000	-0.3580940005	-0.9336855396	0.0003142435	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1013445854
1517560755.8575267792	5.2710979826	7.1425786648	0.0000000000	-0.0000000000	-0.3590289787	-0.9333264126	0.0004399455	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1007034154
1517560755.8775541782	5.2711014769	7.1425818265	0.0000000000	-0.0000000000	-0.3599723027	-0.9329629903	0.0004948547	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1003595448
1517560755.8975529671	5.2711038021	7.1425839391	0.0000000000	-0.0000000000	-0.3609413663	-0.9325885106	0.0005419366	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1001258628
1517560755.9175498486	5.2711061230	7.1425860565	0.0000000000	-0.0000000000	-0.3619042409	-0.9322152758	0.0005576471	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1001893038
1517560755.9375238419	5.2710980154	7.1425786288	0.0000000000	-0.0000000000	-0.3628754251	-0.9318376607	0.0004947451	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1005151412
1517560755.9575307369	5.2710980154	7.1425786288	0.0000000000	-0.0000000000	-0.3638433180	-0.9314601655	0.0004397082	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1008429151
1517560755.9775211811	5.2710968616	7.1425775629	0.0000000000	-0.0000000000	-0.3647905452	-0.9310896080	0.0003611648	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1012832559
1517560755.9976010323	5.2710876485	7.1425690170	0.0000000000	-0.0000000000	-0.3657518699	-0.9307123990	0.0001966024	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1017204501
1517560756.0175540447	5.2710864991	7.1425679464	0.0000000000	-0.0000000000	-0.3666867604	-0.9303444630	0.0000787286	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1020201184
1517560756.0375258923	5.2710807626	7.1425625819	0.0000000000	-0.0000000000	-0.3676270660	-0.9299733009	-0.0000235033	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1023026217
1517560756.0575366020	5.2710773272	7.1425593563	0.0000000000	-0.0000000000	-0.3685669959	-0.9296011884	-0.0001412866	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1023919097
1517560756.0775535107	5.2710761842	7.1425582788	0.0000000000	-0.0000000000	-0.3694892070	-0.9292350219	-0.0001726637	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1022107942
1517560756.0975508690	5.2710739026	7.1425561191	0.0000000000	-0.0000000000	-0.3704370573	-0.9288575707	-0.0002040826	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1020248618
1517560756.1175448895	5.2710693483	7.1425517906	0.0000000000	-0.0000000000	-0.3713845220	-0.9284791526	-0.0002512183	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1019018007
1517560756.1375315189	5.2710625299	7.1425452840	0.0000000000	-0.0000000000	-0.3723200527	-0.9281044006	-0.0002433249	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1015529494
1517560756.1575279236	5.2710523224	7.1425355031	0.0000000000	-0.0000000000	-0.3732869476	-0.9277159343	-0.0003140231	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1015894704
1517560756.1775226593	5.2710432670	7.1425267902	0.0000000000	-0.0000000000	-0.3742390150	-0.9273322812	-0.0003690139	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1016806632
1517560756.1975278854	5.2710319703	7.1425158758	0.0000000000	-0.0000000000	-0.3752022210	-0.9269429828	-0.0003849515	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1017812599
1517560756.2175226212	5.2710252061	7.1425093129	0.0000000000	-0.0000000000	-0.3761880783	-0.9265433232	-0.0004242149	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1023512092
1517560756.2375400066	5.2710150805	7.1424994472	0.0000000000	-0.0000000000	-0.3771533445	-0.9261508272	-0.0004555139	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1026389410
1517560756.2575268745	5.2710083440	7.1424928558	0.0000000000	-0.0000000000	-0.3781383579	-0.9257490925	-0.0004791200	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1031802735
1517560756.2775223255	5.2710027419	7.1424873512	0.0000000000	-0.0000000000	-0.3791143086	-0.9253498479	-0.0005105513	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1038130563
1517560756.2975180149	5.2709949152	7.1424796282	0.0000000000	-0.0000000000	-0.3800840837	-0.9249519389	-0.0005498311	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1040939510
1517560756.3175477982	5.2709904520	7.1424752057	0.0000000000	-0.0000000000	-0.3810563169	-0.9245518284	-0.0005497750	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1043863367
1517560756.3375678062	5.2709793171	7.1424641262	0.0000000000	-0.0000000000	-0.3820051323	-0.9241602019	-0.0005810811	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1045559724
1517560756.3575279713	5.2709737610	7.1424585751	0.0000000000	-0.0000000000	-0.3829449252	-0.9237711753	-0.0005497310	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1043255453
1517560756.3775539398	5.2709726520	7.1424574626	0.0000000000	-0.0000000000	-0.3838728332	-0.9233859691	-0.0004947262	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1040920411
1517560756.3975422382	5.2709637980	7.1424485453	0.0000000000	-0.0000000000	-0.3847859987	-0.9230058154	-0.0004790758	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1036029029
1517560756.4175779819	5.2709660071	7.1424507789	0.0000000000	-0.0000000000	-0.3856815688	-0.9226319567	-0.0004162600	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1026496697
