-0.0158437	0.0397798	2.98821	
-0.010065	0.0438909	2.9799	
-0.00994574	0.0479341	2.97164	
-0.0103154	0.046103	2.9631	
-0.0101079	0.0471584	2.95797	
-0.00996983	0.0461002	2.95115	
-0.0101636	0.0458343	2.94092	
-0.0101678	0.046053	2.93582	
-0.0111835	0.0456457	2.93229	
-0.00969124	0.0461854	2.92241	
-0.0106129	0.0471042	2.91265	
-0.0108166	0.0446572	2.90247	
-0.00953796	0.0462868	2.89041	
-0.00946147	0.0453768	2.88019	
-0.009499	0.0445546	2.87662	
-0.0100787	0.0449419	2.86814	
-0.00912636	0.0447806	2.8594	
-0.0135928	0.0587223	2.84318	
-0.0128676	0.0574109	2.83472	
-0.0124658	0.0580707	2.82293	
-0.0121476	0.0585651	2.81085	
-0.0124529	0.0594018	2.80388	
-0.011935	0.0583826	2.79706	
-0.0117467	0.0580673	2.78512	
-0.0114307	0.0573466	2.77823	
-0.0114208	0.0575186	2.77121	
-0.0111281	0.0568099	2.76252	
-0.0106516	0.0588178	2.75869	
-0.0116941	0.0572351	2.74849	
-0.0108666	0.0577501	2.73701	
-0.0109848	0.0577287	2.7335	
-0.0108241	0.0567684	2.72506	
-0.0108566	0.0572205	2.71445	
-0.0105296	0.0573262	2.70574	
-0.0105458	0.0576468	2.6956	
-0.0102559	0.0571718	2.69234	
-0.0201594	0.0529118	2.67939	
-0.0206637	0.0533506	2.66935	
-0.020163	0.0529526	2.66753	
-0.020348	0.0518908	2.65896	
-0.0198345	0.052465	2.64868	
-0.0197136	0.052114	2.63329	
-0.0190796	0.0521397	2.62993	
-0.0194169	0.0522775	2.62127	
-0.0189195	0.0507308	2.6091	
-0.0191969	0.0519602	2.59912	
-0.0187446	0.0517377	2.58632	
-0.0175934	0.0508839	2.57762	
-0.0175508	0.0510994	2.57086	
-0.0188558	0.0529234	2.56211	
-0.017795	0.0503685	2.5533	
-0.0165986	0.0485374	2.54982	
-0.0165081	0.0507257	2.53963	
-0.0169857	0.0508834	2.52956	
-0.0171284	0.0517585	2.52029	
-0.0174899	0.0511739	2.5067	
-0.0174278	0.0509946	2.4981	
-0.0163032	0.0502746	2.48443	
-0.0165087	0.0505592	2.47947	
-0.0160603	0.051024	2.46372	
-0.0161866	0.0510513	2.46027	
-0.0167665	0.0518605	2.45333	
-0.0159464	0.0509765	2.44631	
-0.0162312	0.0509626	2.42894	
-0.0162092	0.0515019	2.42181	
-0.00568221	0.0532085	2.41256	
-0.00616254	0.0530035	2.40925	
-0.00548164	0.0524847	2.39724	
-0.00574356	0.0533376	2.39043	
-0.00497537	0.0531549	2.38179	
-0.00559378	0.0527156	2.36784	
-0.00467197	0.0532416	2.35417	
-0.00456796	0.052714	2.34368	
-0.00413339	0.0529754	2.33873	
-0.00487979	0.0533573	2.32314	
-0.004597	0.0524582	2.31255	
-0.00410082	0.0519408	2.30525	
-0.00361193	0.0522377	2.29822	
-0.00458966	0.0455371	2.2848	
-0.00445136	0.0456174	2.27446	
-0.00430958	0.0450711	2.26423	
-0.00463753	0.0453401	2.25205	
-0.00429903	0.0447495	2.24154	
-0.0045275	0.0446263	2.23458	
-0.00391181	0.044818	2.22403	
-0.00411675	0.0445083	2.21208	
-0.00450844	0.0446265	2.20497	
-0.00399203	0.0444082	2.19595	
-0.0036747	0.0443909	2.18387	
-0.00370073	0.0436936	2.17711	
