0.00758669	0.063243	3.12809	
0.00427985	0.0547823	3.12843	
0.0125375	0.0623523	3.12742	
0.0122557	0.0629729	3.12757	
0.0119291	0.0574624	3.12798	
0.011537	0.0557307	3.12824	
0.0122485	0.05716	3.12848	
0.0117957	0.05335	3.12847	
0.0109832	0.0502192	3.12838	
0.00993778	0.0515774	3.12856	
0.0107332	0.0531688	3.12861	
0.0108111	0.0499852	3.12823	
0.00893754	0.0502996	3.12884	
0.00958374	0.0509228	3.12855	
0.0145256	0.0597075	3.12809	
0.00213639	0.0486742	3.12815	
0.00223183	0.0478682	3.12789	
0.00243922	0.0468679	3.12766	
0.00273009	0.0455526	3.12741	
0.00341632	0.0448876	3.12705	
0.00305041	0.0448254	3.12677	
0.0028985	0.0446062	3.12626	
0.00364532	0.0431132	3.12604	
0.0033106	0.0424976	3.12563	
0.00349956	0.0406778	3.12575	
0.00109423	0.0352922	3.1256	
-0.00300639	0.0456922	3.12712	
-0.00316594	0.044821	3.12771	
-0.00276663	0.0436993	3.12864	
-0.00345687	0.0426625	3.12832	
0.00128604	0.0726678	3.12799	
0.00155853	0.0735548	3.12803	
0.00153829	0.0717532	3.1274	
-0.017684	0.0538152	3.12706	
-0.0166256	0.0520442	3.12696	
-0.0163073	0.0499862	3.12646	
-0.0156672	0.0488969	3.12672	
-0.0141336	0.0477835	3.12655	
-0.0139244	0.0465331	3.12672	
-0.0139195	0.0454148	3.12688	
-0.0126346	0.0458713	3.12744	
-0.0120389	0.0450097	3.12678	
-0.0220683	0.0326701	3.12783	
-0.0235204	0.031347	3.12795	
-0.030235	0.0141491	3.12837	
-0.0306753	0.0178383	3.1279	
-0.0251666	0.0370629	3.12813	
-0.0249773	0.0373105	3.12906	
-0.0255172	0.0356447	3.12743	
-0.0342491	0.0322089	3.12789	
-0.0339202	0.0320743	3.12776	
-0.0334077	0.0299939	3.12749	
-0.0319594	0.0260069	3.12719	
-0.0321224	0.0250735	3.12676	
-0.0320519	0.0240428	3.1267	
-0.0311198	0.0223326	3.12665	
-0.0454651	0.00573668	3.12694	
-0.0469611	0.0043538	3.12709	
-0.0366228	-0.0154211	3.12796	
-0.0374151	-0.0158144	3.1278	
-0.0325252	-0.0219409	3.12774	
-0.0335108	-0.023242	3.12774	
-0.0176546	-0.00705581	3.12657	
-0.0189655	-0.00661916	3.12645	
-0.0188968	-0.0059707	3.12631	
-0.0194147	-0.00623579	3.12615	
-0.0195725	-0.0068306	3.12617	
-0.0202291	-0.00472063	3.12623	
-0.0203304	-0.00530774	3.12608	
-0.0192292	0.00518886	3.12728	
-0.0199823	0.00358815	3.12717	
-0.0203082	0.00479776	3.12693	
-0.0176436	0.0144749	3.12707	
0.00160635	-0.0310868	3.12549	
