1521598607.5975325108	20
1521598607.6475114822	20
1521598607.7141637802	24
1521598607.7973835468	24
1521598607.8806831837	24
1521598607.9306712151	24
1521598607.9972784519	24
1521598608.0972168446	24
1521598608.1472058296	24
1521598608.1806049347	24
1521598608.2804422379	24
1521598608.3803391457	24
1521598608.4803264141	24
1521598608.5969781876	24
1521598608.6968805790	24
1521598608.7301414013	24
1521598608.8134796619	24
1521598608.8967034817	24
1521598609.0466053486	20
1521598609.1299235821	20
1521598609.2464830875	20
1521598609.3630611897	20
1521598609.4297122955	20
1521598609.4963264465	20
1521598609.6129391193	20
1521598609.6795370579	20
1521598609.7461705208	20
1521598609.8294749260	20
1521598609.8627765179	20
1521598609.9627232552	20
1521598610.0792665482	20
1521598610.1126089096	20
1521598610.1959183216	20
1521598610.2958321571	20
1521598610.3791139126	20
1521598610.4790680408	20
1521598610.5123383999	20
1521598610.6456396580	24
1521598610.7455406189	24
1521598610.7621743679	24
1521598610.8455128670	24
1521598610.9454436302	24
1521598611.0953168869	24
1521598611.1286168098	24
1521598611.2119061947	24
1521598611.3285644054	24
1521598611.4285261631	24
1521598611.5450396538	24
1521598611.6283390522	24
1521598611.6949501038	24
1521598611.7782282829	24
1521598611.8615164757	24
1521598611.8948171139	24
1521598611.9947669506	24
1521598612.0947458744	24
1521598612.1779994965	24
1521598612.3112289906	24
1521598612.3945269585	24
1521598612.5277574062	24
1521598612.5777001381	24
1521598612.7276375294	24
1521598612.7610256672	24
1521598612.8275778294	24
1521598612.8941967487	24
1521598613.0607633591	24
1521598613.1274116039	24
1521598613.2106604576	20
1521598613.2439751625	20
1521598613.3605675697	20
1521598613.4272089005	20
1521598613.5104534626	20
1521598613.6438162327	20
1521598613.7769627571	20
1521598613.8769614697	20
1521598613.9268958569	20
1521598614.0768015385	20
1521598614.1767323017	20
1521598614.2433421612	20
1521598614.3099756241	20
1521598614.4433526993	24
1521598614.5431439877	24
1521598614.6431214809	24
1521598614.7596786022	24
1521598614.8596272469	24
1521598614.9262492657	24
1521598615.0261969566	24
1521598615.1427812576	24
1521598615.2094094753	24
1521598615.2927191257	24
1521598615.4092817307	24
1521598615.4759256840	24
1521598615.5924770832	24
1521598615.7090961933	24
1521598615.8423597813	24
1521598615.9589626789	20
1521598616.0422251225	20
1521598616.1588287354	20
